name,room_type,price,minimum_nights,number_of_reviews
Red Room for two in Brownstone for $1355/mo,Private room,81,7,52
Chelsea living  2BR best location,Private room,150,2,30
In the heart of East Village,Entire home/apt,200,2,114
Surfer room 15mins to downtown NYC!,Private room,90,6,3
Prime Williamsburg 3 BR with Deck,Entire home/apt,450,5,39
Beautiful Brooklyn Oasis,Entire home/apt,295,7,30
Sunny 1-BR  Meatpacking District,Entire home/apt,175,14,11
☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5,Entire home/apt,99,2,331
*SoHo: Clean  Safe  Private  Peaceful Bedroom (A)*,Private room,141,2,80
Amazing Brownstone in Best Brooklyn,Entire home/apt,500,7,7
Nice Manhattan Apt Near Central Park and Subway,Entire home/apt,250,31,189
Private Stay In Peaceful Artist Apartment,Private room,55,2,70
3 BR  Beautiful Brooklyn Duplex,Entire home/apt,350,5,6
Spacious modern studio apartment in Manhattan,Entire home/apt,205,10,3
Gorgeous Duplex + Garden,Entire home/apt,219,5,2
Sunny  quiet  legal homelike suite-Pk Slope South,Entire home/apt,175,1,109
Lovely Vintage Haven—Heart of UWS,Entire home/apt,175,65,11
Artistic East Village 1BR Apt.,Entire home/apt,150,5,47
Affordable & Cozy,Private room,37,4,137
Creative Vintage Loft in S. Williamsburg,Entire home/apt,85,5,98
Very close to Downtown Awesome Private Apartment,Entire home/apt,110,7,0
The Happy home!,Entire home/apt,79,2,15
Fort Greene  Brooklyn: Front Bedroom,Private room,85,2,54
Beautiful UES Family Apartment,Entire home/apt,250,365,26
spacious studio,Private room,78,3,262
Luxury 2Bed/2.5Bath Central Park View,Entire home/apt,2500,30,30
Cosy Sunny 1brm in Prospect Heights,Entire home/apt,97,3,33
East Village bedroom w rooftop,Private room,100,4,50
PRIME  Luxury  Spacious 2 Bedroom Apt in Chelsea,Entire home/apt,550,10,10
SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,Entire home/apt,148,6,103
High-end doorman bldg in the LES,Private room,130,3,113
Spring st SoHo Apartment,Entire home/apt,99,1,16
Cozy Williamsburg Apt   1bd/1ba  (28day minimum),Entire home/apt,85,28,27
Luxury Room with Central Park Views,Private room,600,7,40
Gorgeous Entire Manhattan Townhouse,Private room,100,14,132
Cozy studio Apartment in Upper East,Entire home/apt,80,1,113
Historic classic central gay Village clean NYU,Entire home/apt,155,3,67
A PRIVATE FLAT / APARTMENT- $SPECIAL$,Entire home/apt,125,2,303
Williamsburg bedroom by Bedford Ave,Private room,70,2,260
Comfort at Crossroads of Downtown,Entire home/apt,250,1,2
UNION SQUARE/ E. VILL 1BR BEAUTIFUL,Entire home/apt,165,1,63
Hell's Kitchen Funky 80s Hideaway,Private room,106,1,101
Room in Chic Modern High Line Luxury- New!,Private room,282,4,1
Family & Friends in New York City,Entire home/apt,172,3,211
Spacious & Comfy BK Brownstone,Entire home/apt,108,4,103
Chateau Style Brooklyn Loft for Singles or Couples,Entire home/apt,190,3,47
Lovely Brooklyn Brownstone 1BR!,Entire home/apt,215,3,37
Beautiful Grdn. Apt. in Park Slope,Entire home/apt,130,3,209
contemporary design in times sq,Entire home/apt,450,5,55
Manhattan Midtown NYC - Private Bedroom & Bathroom,Private room,155,28,47
Quiet Chelsea Studio w/Charm,Entire home/apt,151,6,23
Cheerful  comfortable room,Private room,75,1,232
5 stops 2 NYC  Very Clean  Host for 12yrs Legally!,Private room,60,5,60
Cozy & the Cleanest since 2011.,Private room,65,1,81
Loft Style Apt in Williamsburg,Private room,85,1,47
Sunny  Large  Park Slope Bedroom,Private room,85,3,220
Large room in elevator drman bldg,Private room,68,2,320
Tree-lined Street 5 min to Times Sq,Entire home/apt,175,30,94
Private  Comfy  Cozy  Brooklyn close to Manhattan,Entire home/apt,124,7,227
7 train at your door/ 10 minuets to MIDTOWN,Shared room,50,1,16
Best Manhattan Studio Deal!,Shared room,90,1,0
Stylish East Village Flat,Entire home/apt,125,30,26
Serene Park Slope Garden Apartment,Entire home/apt,190,4,106
Cozy and spacious - rare for NYC!,Private room,55,4,72
Beautiful UES apartment,Entire home/apt,190,1,8
St. James Pl Garden Apt 1block to PRATT &Gtrain,Entire home/apt,448,2,66
Great  spacious apt in Williamsburg,Private room,85,2,9
Modern Condo in Midtown,Private room,83,1,386
Ideal Brooklyn Brownstone Apartment,Entire home/apt,145,3,135
A Cozy Oasis in Bushwick  NY,Private room,65,2,66
Private Entrance - Private Parking,Entire home/apt,120,4,100
Sunny  Spacious Studio in Ft.Greene,Entire home/apt,157,2,4
Williamsburg Exposed Brick Loft,Entire home/apt,181,30,39
Bright Modern Charming Housebarge,Entire home/apt,95,7,129
Fantastic Lower East Side Studio,Entire home/apt,125,4,34
Central Bedford Avenue Apartment,Entire home/apt,185,3,14
Sunnyside NYC/ AC room/ city views/ near Midtown,Private room,50,28,281
Greenpoint Waterfront Loft,Entire home/apt,185,3,228
East Village House -- Unique!,Entire home/apt,250,1,50
2-bedroom share in heart of Greenwich Village!,Private room,80,30,10
1 Bedroom Pre War apt,Entire home/apt,225,2,201
Quiet One Bedroom in Park Slope,Entire home/apt,100,7,9
ONE Bedroom in Unbelievably RARE Penthouse Oasis,Private room,137,30,27
New Clean Spacious Bed & Breakfast,Entire home/apt,76,2,2
Sunny  calm room in Victorian home,Private room,60,3,175
